InChIKey,Isomeric_SMILES
PCMORTLOPMLEFB-ONEGZZNKSA-N,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O
OCDGBSUVYYVKQZ-UHFFFAOYSA-N,CN(C)CC1=CNC2=CC=CC=C21
ANJTVLIZGCUXLD-DTWKUNHWSA-N,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2
OJYLAHXKWMRDGS-UHFFFAOYSA-N,CC(=O)CCC1=CC(=C(C=C1)O)OC
ZCCUUQDIBDJBTK-UHFFFAOYSA-N,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21
XDROKJSWHURZGO-UHFFFAOYSA-N,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3
VQHSOMBJVWLPSR-JVCRWLNRSA-N,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
QXKHYNVANLEOEG-UHFFFAOYSA-N,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
BGEBZHIAGXMEMV-UHFFFAOYSA-N,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
RWCCWEUUXYIKHB-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
POIARNZEYGURDG-FNORWQNLSA-N,C/C=C/C(=O)C1=C(C=CCC1(C)C)C
NGFMICBWJRZIBI-UJPOAAIJSA-N,C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
PUQSUZTXKPLAPR-UJPOAAIJSA-N,C1=CC(=CC=C1CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
PSQYTAPXSHCGMF-BQYQJAHWSA-N,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C
SZHOJFHSIKHZHA-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)O
CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O
YWJXCIXBAKGUKZ-HJJNZUOJSA-N,COC1=C(C=C2C(=C1O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC2=O)O
XVARCVCWNFACQC-RKQHYHRCSA-N,C1=CC=C2C(=C1)C(=CN2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
WNGSUWLDMZFYNZ-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C(=O)OCCCCN=C(N)N
BBNQQADTFFCFGB-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O
RTIXKCRFFJGDFG-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
LQGUBLBATBMXHT-UHFFFAOYSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
VCCRNZQBSJXYJD-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
FXNFHKRTJBSTCS-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O
KZNIFHPLKGYRTM-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
YDQWDHRMZQUTBA-UHFFFAOYSA-N,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO
XHEFDIBZLJXQHF-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
IQPNAANSBPBGFQ-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
YXOLAZRVSSWPPT-UHFFFAOYSA-N,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
IKMDFBPHZNJCSN-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
DQFBYFPFKXHELB-VAWYXSNFSA-N,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2
URFCJEUYXNAHFI-ZDUSSCGKSA-N,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
DXDRHHKMWQZJHT-FPYGCLRLSA-N,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O
FURUXTVZLHCCNA-AWEZNQCLSA-N,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O
SBHXYTNGIZCORC-ZDUSSCGKSA-N,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
CXQWRCVTCMQVQX-LSDHHAIUSA-N,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
KJXSIXMJHKAJOD-LSDHHAIUSA-N,C1=C(C=C(C(=C1O)O)O)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O
PFTAWBLQPZVEMU-HIFRSBDPSA-N,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
XMOCLSLCDHWDHP-IUODEOHRSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O
XMOCLSLCDHWDHP-DOMZBBRYSA-N,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O
MBRLOUHOWLUMFF-UHFFFAOYSA-N,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
VPAOSFFTKWUGAD-TVKJYDDYSA-N,C1=CC(=CC2=C1C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
NETSQGRTUNRXEO-XUXIUFHCSA-N,C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C
MOLPUWBMSBJXER-YDGSQGCISA-N,CC(C)(C)[C@@]1(C[C@H]2[C@@]3([C@]14[C@H](C(=O)O[C@H]4OC3=O)O)CC(=O)O2)O
PXOYOCNNSUAQNS-AGNJHWRGSA-N,C[C@H]1CCC[C@]2(C1=C[C@H]3[C@@H](C2)OC(=O)C3=C)C
GOSWTRUMMSCNCW-HNNGNKQASA-N,C/C(=C\CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)/CO
AAGFPTSOPGCENQ-JLNYLFASSA-N,C1C[C@H]2CN3[C@H](CC=CC3=O)[C@@H]4[C@H]2N(C1)CCC4
KUFXJZXMWHNCEH-DOMZBBRYSA-N,CC1=C2C[C@@H](CC[C@]2(CCC1=O)C)C(=C)C
LHDWRKICQLTVDL-PZYDOOQISA-N,C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
RJWJHRPNHPHBRN-FKVJWERZSA-N,C1=CO[C@H]([C@H]2[C@@H]1[C@@H](C=C2CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
SKOLRLSBMUGVOY-GBJTYRQASA-N,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3NCCC4
ZSBXGIUJOOQZMP-JLNYLFASSA-N,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1
ZSBXGIUJOOQZMP-BHPKHCPMSA-N,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@H](CCC4)CN2C(=O)C1
XVPBINOPNYFXID-LHDUFFHYSA-N,C1C[C@@H]2[C@H]3CCC[N+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-]
FCDLCPWAQCPTKC-UHFFFAOYSA-N,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O
IRZVHDLBAYNPCT-UHFFFAOYSA-N,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O
DXYUAIFZCFRPTH-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O
DANYIYRPLHHOCZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
JPMYFOBNRRGFNO-UHFFFAOYSA-N,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O
SQFSKOYWJBQGKQ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
MBNGWHIJMBWFHU-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
RRRSSAVLTCVNIQ-UHFFFAOYSA-N,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O
OBBCRPUNCUPUOS-UHFFFAOYSA-N,COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O
IZQSVPBOUDKVDZ-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
OLOOJGVNMBJLLR-UHFFFAOYSA-N,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C
IGWDEVSBEKYORK-UHFFFAOYSA-N,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C
VLEUZFDZJKSGMX-ONEGZZNKSA-N,COC1=CC(=CC(=C1)/C=C/C2=CC=C(C=C2)O)OC
WZRCQWQRFZITDX-UHFFFAOYSA-N,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O
XGVJWXAYKUHDOO-DANNLKNASA-N,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=C[C@@H]([C@H]5O)O)OCO4
SGTCGCCQZOUMJJ-YMILTQATSA-N,COC1=C(C=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
GYFFKZTYYAFCTR-AVXJPILUSA-N,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O
CWVRJTMFETXNAD-NXLLHMKUSA-N,C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
YYWGABLTRMRUIT-HWWQOWPSSA-N,CC1=C[C@H]2CC3=C(C=CC(=O)N3)[C@@]4(C1)[C@@H]2CCCN4
DUAGQYUORDTXOR-GPQRQXLASA-N,C=C[C@H]1[C@@H](OC=C2C1=CCOC2=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
ZJDOESGVOWAULF-OGJQONSISA-N,C1C=C([C@@H]2[C@H]1C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)O)CO
HEYZWPRKKUGDCR-QBXMEVCASA-N,C=C[C@H]1[C@@H](OC=C2[C@]1(CCOC2=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
VSJGJMKGNMDJCI-ZASXJUAOSA-N,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
JNNGEAWILNVFFD-CDJYTOATSA-N,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
RNXZPKOEJUFJON-UHFFFAOYSA-N,CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C(=C(C=C3C2=O)O)OC)O
SWUARLUWKZWEBQ-VQHVLOKHSA-N,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O
DYHOLQACRGJEHX-UHFFFAOYSA-N,CC1=C(C(=C2C(=C1O)C(=O)CC(O2)C3=CC=C(C=C3)O)C)O
ASUTZQLVASHGKV-JDFRZJQESA-N,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O
STECJAGHUSJQJN-USLFZFAMSA-N,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
RKUNBYITZUJHSG-VFSICIBPSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3
IBFYXTRXDNAPMM-BVTMAQQCSA-N,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
AMBQHHVBBHTQBF-UOUCRYGSSA-N,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
YTZSBJLNMIQROD-SFBCHFHNSA-N,C[C@H]1[C@@H]2[C@H](C[C@@H](O1)O)C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)OC
NLDDIKRKFXEWBK-AWEZNQCLSA-N,CCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O
PEFNSGRTCBGNAN-QNDFHXLGSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
VVOAZFWZEDHOOU-UHFFFAOYSA-N,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O
PROQIPRRNZUXQM-ZXXIGWHRSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O
XJQPQKLURWNAAH-UHFFFAOYSA-N,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
VAWYEUIPHLMNNF-OESPXIITSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O
ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O
PREBVFJICNPEKM-YDWXAUTNSA-N,C1=CC(=CC=C1/C=C/C(=O)CC(=O)/C=C/C2=CC=C(C=C2)O)O
TXDUTHBFYKGSAH-SFHVURJKSA-N,CN1[C@@H]2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3
AEDDIBAIWPIIBD-ZJKJAXBQSA-N,C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
INYYVPJSBIVGPH-QHRIQVFBSA-N,CN1CC[C@@]23CC(=O)C(=C[C@@H]2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC
BDCDNTVZSILEOY-UXYNSRGZSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)O)O
HJTVQHVGMGKONQ-LUZURFALSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC=C(C=C2)O)O
PEYUIKBAABKQKQ-AFHBHXEDSA-N,C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6
GPTFURBXHJWNHR-UHFFFAOYSA-N,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
MXTLAHSTUOXGQF-UHFFFAOYSA-O,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC
LBQIJVLKGVZRIW-ZDUSSCGKSA-N,CC1(C=CC2=C(O1)C=CC3=C2OC[C@H](C3)C4=C(C=C(C=C4)O)O)C
ULSUXBXHSYSGDT-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC
LKMNXYDUQXAUCZ-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC
HSTZMXCBWJGKHG-CUYWLFDKSA-N,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
SQOJOAFXDQDRGF-UHFFFAOYSA-N,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
AMOGMTLMADGEOQ-UHFFFAOYSA-N,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5O)C(C)(C)C)C(C(=O)OC6O4)O)O
LOUPRKONTZGTKE-WZBLMQSHSA-N,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
DFBIRQPKNDILPW-CIVMWXNOSA-N,CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4([C@@H]2O)O7)COC6=O)C
FPUXKXIZEIDQKW-UHFFFAOYSA-N,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
BOJKULTULYSRAS-OTESTREVSA-N,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O
XVULBTBTFGYVRC-HHUCQEJWSA-N,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C
IKIIZLYTISPENI-ZFORQUDYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O
ZCOLJUOHXJRHDI-CMWLGVBASA-N,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
SGEWCQFRYRRZDC-VPRICQMDSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
ODBRNZZJSYPIDI-VJXVFPJBSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
PLAPMLGJVGLZOV-VPRICQMDSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
OPJZLUXFQFQYAI-GNPVFZCLSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)O)O
DCYOADKBABEMIQ-OWMUPTOHSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O
HKEAFJYKMMKDOR-VPRICQMDSA-N,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
VQUPQWGKORWZII-WDPYGAQVSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O
ZROGCCBNZBKLEL-MPRHSVQHSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
BKIACVAZUKISOR-MKMNVTDBSA-N,CC(=CC(C/C(=C/COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)/C)O)C
MRIAQLRQZPPODS-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC
AFHJQYHRLPMKHU-OSYMLPPYSA-N,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C(C=C3O)CO
DEMKZLAVQYISIA-ZRWXNEIDSA-N,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
AIULWNKTYPZYAN-SFHVURJKSA-N,CCCCCCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O
LSHVYAFMTMFKBA-TZIWHRDSSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
WMBWREPUVVBILR-NQIIRXRSSA-N,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
WACBUPFEGWUGPB-MIUGBVLSSA-N,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
YJGVMLPVUAXIQN-XVVDYKMHSA-N,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O
RFKQJTRWODZPHF-UHFFFAOYSA-N,CC1=C2C=CC(=C(C2=C[N+]3=C1C4=CC(=C(C=C4CC3)OC)OC)OC)OC
VRSRXLJTYQVOHC-YEJXKQKISA-N,C[C@@H]1[C@@H]2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)OC)OC
QQUHMASGPODSIW-ICECTASOSA-N,C[C@]12C[C@H]([C@@H]3C[C@]1([C@@]3(C(=O)O2)COC(=O)C4=CC=CC=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O
YKRGDOXKVOZESV-WRJNSLSBSA-N,C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O
RTZKSTLPRTWFEV-UHFFFAOYSA-N,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
FYSHYFPJBONYCQ-QWHCGFSZSA-N,C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@H]1C)OC)OC)OC)O)OC)OC
FYZYXYLPBWLLGI-AUOPOVQUSA-N,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
KVRQGMOSZKPBNS-FMHLWDFHSA-N,C[C@@]1(C[C@H]([C@]2([C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)OC(=O)/C=C/C4=CC=CC=C4
JEJFTTRHGBKKEI-OKILXGFUSA-N,C[C@@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@@H]1C)OC)OC)OC)OC)OC)OC
YEFOAORQXAOVJQ-UHFFFAOYSA-N,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1(C)O)OC)OC)OC)OC)OC)OC
PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
SEBFKMXJBCUCAI-HKTJVKLFSA-N,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
UFCLZKMFXSILNL-PSEXTPKNSA-N,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O
RFWGABANNQMHMZ-ZCHJGGQASA-N,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
GCJWPRRNLSHTRY-VURDRKPISA-N,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=C3C=C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)O)O
YMGFTDKNIWPMGF-UCPJVGPRSA-N,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=C(C(=C(C=C2)O)O)/C=C/C3=CC(=C(C=C3)O)O)O)O
KBDSLGBFQAGHBE-MSGMIQHVSA-N,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C
RPMNUQRUHXIGHK-PYXJVEIZSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
PUPKKEQDLNREIM-QNSQPKOQSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O
RTATXGUCZHCSNG-QHWHWDPRSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O
OMQADRGFMLGFJF-MNPJBKLOSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O
